,comment,rating,class,clean_comment,sentiment,sentiment_predict
196,Nyaman di kulit. Kulit jadi glowing ✨. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.,5,1,nyaman kulitkulit jadi glowing proses pesan cepatpackaging aman packaging rapirespon jual top,1,1
197,rasany emang enak ada wangi lemon,5,1,rasany emang enak wangi lemon,1,1
198,Barang dipacking rapi tetapi isi nya penuh sepertinya tdk penuh hanya 75% dr yg seharusnya.,2,1,barang dipacking rapi isi nya penuh seperti tdk penuh dr harus,0,0
199,wangiii lembut pokonya 😍😍,5,1,wangi lembut poko,1,1
200,Shampoonya membuat rambut saya kering.,3,1,shampoonya buat rambut kering,0,0
201,"packing aman, pengiriman cepat
review singkat: masker wangi khas bengkoang,  pas dipakai ada efek dingin dari maskernya,  selesai  maskeran rasanya seger.  makasih seller... ",5,1,packing aman kirim cepat review singkat masker wangi khas bengkoang pas pakai efek dingin masker selesai masker rasa seger makasih seller,1,1
202,biji zaitunnya d kasih yg muda padahal harganya sama aja,3,1,biji zaitun d kasih muda padahal harga sama aja,0,0
203,segelnya udah gak ada,3,1,segel udah gak,0,0
204,"Pengiriman lama, diluar target waktu pengiriman & CS-nya tidak membantu sama sekali. Kecewa!",1,1,kirim lama luar target waktu kirim csnya bantu sama sekali kecewa,0,0
205,sudah diterima dalam keadaan baik dan lengkap. terimakasih,5,1,terima ada baik lengkap terimakasih,1,1
206,Packaging simpel. Nyaman di kulit. Penjualnya ramah banget. Packaging unik. Packaging rapi.,5,1,packaging simpelnyaman kulitpenjualnya ramah bangetpackaging unikpackaging rapi,1,1
207,Wedang nya enak. Terima kasih,5,1,wedang nya enak terima kasih,1,1
208,Nyaman di kulit. Kulit jadi glowing ✨.,5,1,nyaman kulitkulit jadi glowing,1,1
209,Produk sampai dengan aman tidak ada yg bocor,5,1,produk dengan aman ada bocor,1,0
210,Ter banyak kak,5,1,ter banyak kak,1,1
211,"packing aman, pengiriman cepat",5,1,packing aman kirim cepat,1,1
212,"Dijamin original, harga lebih murah, proses cepat.",5,1,jamin original harga lebih murah proses cepat,1,1
213,"gausah diraguin lagi sih kalau dari Mustika ratu, cocok banget dikulit akuu🥰Nyaman di kulit. Packaging simpel. Proses pesanan cepat. Kulit jadi glowing ✨. Packaging unik... ",5,1,gausah diraguin sih kalau mustika ratu cocok banget kulit akuunyaman kulitpackaging simpelproses pesan cepatkulit jadi glowing packaging unik,1,1
214,minum dan jaga makan berat menjadi turun,5,1,minum jaga makan berat jadi turun,1,1
215,paket harga murah dan kasiatnya yang manjur,5,1,paket harga murah kasiatnya manjur,1,1
216,mangkok masker nya mleot .. tpi gk pp.. smua ok,5,1,mangkok masker nya mleot tpi gk pp smua,1,1
217,Bengkoang brightening ini diminta putriku aku pesan via ToPed karena dia sangat suka dengan kualitasnya yang memang instabrightening dan membuat glowing. Tengkyu Mustika... ,5,1,bengkoang brightening minta putri aku pesan via toped dia sangat suka kualitas memang instabrightening buat glowing tengkyu mustika,1,1
218,"repeat order, krn emang uda cocok.. thanks",5,1,repeat order krn emang uda cocok thanks,1,1
219,packing aman dan rapi. masa kadaluarsa barang masih lamaa,5,1,packing aman rapi masa kadaluarsa barang lamaa,1,1
220,selalu jadi varian wangi favoritnya aku dr jaman dulu sampai sekarang...sukaaaaa banget sama body butter nya mustika ratu... habis pakai body butter berasa jadi lebih ped... ,5,1,selalu jadi varian wangi favorit aku dr jaman dulu sekarangsuka banget sama body butter nya mustika ratu habis pakai body butter asa jadi lebih ped,1,1
221,"respon nya cepat, barang ok",5,1,respon nya cepat barang,1,1
222,Nyaman di kulit. Penjualnya ramah banget. Kulit jadi glowing ✨. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.,5,1,nyaman kulitpenjualnya ramah bangetkulit jadi glowing proses pesan cepatpackaging aman packaging rapirespon jual top,1,1
223,"tutup botolnya ga disealed, jadi kebuka gitu di dlm packingan, isinya tumpah keluar",3,1,tutup botol ga disealed jadi buka gitu dlm packingan isi tumpah keluar,0,0
224,2024 juga 3xpirednya. terimakasih,5,1,xpirednya terimakasih,1,1
225,oke dah nyampe makasih banyak👍👍👍,5,1,oke nyampe makasih banyak,1,1
226,aroma nya,5,1,aroma nya,1,1
227,proses cepat pacakaging rapi.,5,1,proses cepat pacakaging rapi,1,1
228,packaging rapi prose's cepat Dan produk ini sdh sy pakai sejak lama skali hahhahaha Susah berganti ke lain hati,5,1,packaging rapi proses cepat produk sdh sy pakai sejak lama skali hahhahaha susah ganti lain hati,1,1
229,"min ini masa cuma 28
nggak sampai 30
mana nggak di segel pula
QCnya gimana nih min?",3,1,min masa cuma sampai mana di segel qcnya gimana nih min,0,0
230,packing aman bgt buble wrapnya tebel👍👍,5,1,packing aman bgt buble wrapnya tebel,1,1
231,"packingan aman,wangi enak,bonus banyak cuma proses kirim penjual lama,,,",4,1,packingan amanwangi enakbonus banyak cuma proses kirim jual lama,1,1
232,"Terima barang kaya udh bekas di pakai, seharusnya 1 botol itu penuh isinya, tp malah kurang dan minyaknya berceceran di botol kaya abis di pakai gitu, tdk perfect.",3,1,terima barang kaya udh bekas pakai botol penuh isi tp malah kurang minyak cecer botol kaya abis pakai gitu tdk perfect,0,0
233,Packaging rapi. Proses pesanan cepat.,5,1,packaging rapiproses pesan cepat,1,1
234,minyak zaitun selalu ada.buat urut dan jg oles2.beli disini murah dan cepat.respon sangat baik,5,1,minyak zaitun selalu adabuat urut jg olesbeli sini murah cepatrespon sangat baik,1,1
235,Packing dan pengiriman ok,5,1,packing kirim,1,1
236,barang diterima dalam keadaan bocor. langsung tolak terima untuk dikomplen tanpa dibuka saja masih ditolak komplainnya. harus asuransi Tokopedia yang turun agar uangnya t... ,1,1,barang terima ada bocor langsung tolak terima dikomplen buka masih tolak komplain asuransi tokopedia turun uang t,0,0
237,"Barusan dipake, wanginya enak. Pengirimannya cepet, cuma agak disayangkan aja boxnya agak penyok. Tapi isi paketnya ga kenapa2 karena dipakein bubble wrap.",5,1,barusan dipake wangi enak kirim cepet cuma sayang aja boxnya penyok isi paket ga karena dipakein bubble wrap,1,1
238,"gila cepet banget sampenya, mudah2an bisi bikina aku langsing",5,1,gila cepet banget sampenya mudah bis bikina aku langsing,1,1
239,"Selalu suka sama packingnya Mustika Ratu, terimakasih seller sukses selaluu",5,1,selalu suka sama packingnya mustika ratu terimakasih seller sukses selaluu,1,1
240,Proses pesanan cepat. Packaging aman 🙏. Respon penjualnya top. pengiriman cepat 👌👌👌👍🏻👍🏻👍🏻,5,1,proses pesan cepatpackaging aman respon jual toppengiriman cepat,1,1
241,Alhamdulillah barang sudah sampai.. Terimakasih,5,1,alhamdulillah barang sampai terimakasih,1,1
242,Teksturnya ringan. Gampang dibawa-bawa. Cepat meresap. Penjualnya ramah banget. Nggak lengket. Packaging rapi. Packaging aman 🙏. Respon penjualnya top. Proses pesanan ce... ,5,1,tekstur ringangampang dibawabawacepat meresappenjualnya ramah bangetnggak lengketpackaging rapipackaging aman respon jual topproses pesan ce,1,1
243,dapet gratisan dari Tokopedia sliming tea suka banget,5,1,dapet gratis tokopedia sliming tea suka banget,1,1
244,"Barang bagus. Tapi pengiriman lama, padahal pakai kurir toko dan status pengiriman ga update",3,1,barang bagus kirim lama padahal pakai kurir toko status kirim ga update,0,0
245,"Packing rapi dan aman, pengiriman cepat, produk bagus... Terima kasih seller, Bapak ekpedisi dan Toped🙏",5,1,packing rapi aman kirim cepat produk bagus terima kasih seller bapak ekpedisi toped,1,1
246,"produk sesuai deskripsi.. 
belum terlihat hasilnya neh... mungkin butuh waktu beberapa lama",5,1,produk sesuai deskripsi lihat hasil neh mungkin butuh waktu beberapa lama,1,1
247,wnginya enak,5,1,wnginya enak,1,1
248,Tolong sebelum kirim dicek dulu..yg kiri masih segel tp isi tidak full..dibuka tutup nya keras betul harus pakai tang baru bisa..yang kanan isi full di buka juga mudah. J... ,1,1,belum kirim cek duluyg kiri segel tp isi fulldibuka tutup nya keras betul pakai tang baru bisayang kanan isi full buka mudah j,0,0
249,kurang cocok sama wangi varian ini,3,1,kurang cocok sama wangi varian,0,0
250,"mengecewakan. sy beli product ini d pertengahan december. harga pasar pd saat itu pembersih mustika ratu 16rb an, penyegar mustika ratu 14rb. jadi kalo bundling harga 30r... ",1,1,kecewa sy beli product d tengah december harga pasar pd itu bersih mustika ratu rb an segar mustika ratu rb jadi kalo bundling harga r,0,0
251,packaging rapi sekali.. tq seller,5,1,packaging rapi sekali tq seller,1,1
252,Paling cocok deh..,5,1,paling cocok deh,1,1
253,"Barang oke, packing oke, khasiatnya gatau, belum dipakai.",5,1,barang oke packing oke khasiat gatau pakai,1,1
254,wangi banget 👍,5,1,wangi banget,1,1
255,packing aman...expired date msh lama....,5,1,packing amanexpired date msh lama,1,1
256,Packingan bagus.. tapi proses dari seller ke logistik menurut saya Lama. Dibanding jarak yg masih di jabotabek,5,1,packingan bagus proses seller logistik saya lama banding jarak masih jabotabek,1,1
257,wanginya enakkk banget.. packing aman sekali ♥️,5,1,wangi enak banget packing aman sekali,1,1
258,barang nya sesuai pesanan,5,1,barang nya sesuai pesan,1,1
259,pengiriman sangat cepat,5,1,kirim sangat cepat,1,1
260,"Biasa beli inih
Packing mantab
Paket cepat dtg
Terima kasiihh 👍",5,1,biasa beli inih packing mantab paket cepat dtg terima kasiihh,1,1
261,"barang sesuai pesanan, dikemas aman, terimakasii",5,1,barang sesuai pesan kemas aman terimakasii,1,1
262,Fast respon..cepat sampai..,5,1,fast responcepat,1,1
263,"Produk ini benar bs menumbuhkan rambut yg sdh berguguran,asal rajin. Seller fast respons. Product bagus. Harga lbh murah. Trims",5,1,produk benar bs tumbuh rambut sdh berguguranasal rajin seller fast respons product bagus harga lbh murah trims,1,1
264,mantappp..pengirimannn cepatt makasih,5,1,mantapengiriman cepatt makasih,1,1
265,"barang diterima dalam kondisi baik, terimakasih",5,1,barang terima kondisi baik terimakasih,1,1
266,"3 kali beli, 3 kali harga naik. Harusnya pelanggan diberi bonus, bukan dinaikkan harga.",3,1,kali beli kali harga naik harus langgan beri bonus bukan naik harga,0,0
267,Cocok buat kulit gelap. Desainnya mewah.,4,1,cocok buat kulit gelapdesainnya mewah,1,1
268,barang sudah diterima dengan baik sesuai dengan pesanan respon cepat packing rapi pengiriman cepat. terimakasihNyaman di kulit. Kulit jadi glowing ✨.,5,1,barang terima baik sesuai pesan respon cepat packing rapi kirim cepat terimakasihnyaman kulitkulit jadi glowing,1,1
269,"respon seller cepat. pesan kemarin, hari ini sudah sampai. packing rapi",5,1,respon seller cepat pesan kemarin hari sudah packing rapi,1,1
270,lembut di kulit,5,1,lembut kulit,1,1
271,"produknya sesuai etalase, kemasan rapi, pengiriman yang lama, harus sabar menanti",5,1,produk sesuai etalase kemas rapi kirim lama sabar nanti,1,1
272,"sesuai deskripsi, packing aman, terimakasih",5,1,sesuai deskripsi packing aman terimakasih,1,1
273,Tidak sesuai deskripsi.,1,1,sesuai deskripsi,0,1
274,"barang sesuai deskrpsi, packing rapi, aman smp tujuan. thx seller 👍👍😊",5,1,barang sesuai deskrpsi packing rapi aman smp tuju thx seller,1,1
275,"saya terima produk cuma setengah isinya packaging kurang bagus jd bocor nih,",2,1,terima produk cuma tengah isi packaging kurang bagus jd bocor nih,0,0
276,produk sesuai dengan pesanan,5,1,produk sesuai pesan,1,1
277,recommended mustika ratu,5,1,recommended mustika ratu,1,1
278,barangnya cepat sampai paketnya bagus pake kotak dan buble aman  pokonya  mantul,5,1,barang cepat paket bagus pake kotak buble aman poko mantul,1,1
279,Coverage-nya sheer.,3,1,coveragenya sheer,0,0
280,"Barang sudah bagus, tapi jasa pengantarnya lama sekali.
Tangerang-bekasi(cikarang) : 3 hari baru sampai.",2,1,barang bagus jasa antar lama sekali tangerangbekasicikarang hari baru,0,0
281,barang yang dikirim sesuai dengan pesanan. dapat bonus juga meskipun ternyata bukan tea bag seperti yang dijanjikan. terima kasih.,5,1,barang kirim sesuai pesan bonus meski nyata bukan tea bag yang janji terima kasih,1,1
282,Sudah diterima bagus harga jg murah terimakasih,5,1,terima bagus harga jg murah terimakasih,1,1
283,Nyaman di kulit. Packaging simpel dan aman. Kulit jadi glowing ✨.,5,1,nyaman kulitpackaging simpel amankulit jadi glowing,1,1
284,masi pemakaian pertama nihhh blom ada progres,5,1,mas pakai pertama nih blom progres,1,1
285,"Pengemasan Pengiriman Oke
Barang di terima dengan baik 👍

Harumnya Dominan Olive Oil dan sedikit bau bunga melati
Hangat kalo untuk pijat
Baunya Khas Mustika Ratu Pokokn... ",5,1,emas kirim oke barang terima baik harum dominan olive oil sedikit bau bunga melati hangat kalo pijat bau khas mustika ratu pokokn,1,1
286,Teksturnya ringan.,5,1,tekstur ringan,1,1
287,"gak sesuai keterangan,  expired datenya ktnya smp jan 2023 trnyata smp maret 2022",3,1,gak sesuai terang expired datenya ktnya smp jan trnyata smp maret,0,0
288,gusbagus safety safety,5,1,gusbagus safety safety,1,1
289,isi nya cuma 3/4 padahal segel masih utuh,2,1,isi nya cuma padahal segel utuh,0,0
290,"Harga murah,
Barang original,
Expired date masih panjang,
Packing bagus masih segel",5,1,harga murah barang original expired date panjang packing bagus segel,1,1
291,Nyaman di kulit Kulit jadi glowing ✨ Packaging simpel Packaging unik,5,1,nyaman kulit kulit jadi glowing packaging simpel packaging unik,1,1
292,"Dijamin asli, lebih mahal dan lelet. Itulah official store 😳",3,1,jamin asli lebih mahal lelet official store,0,0
293,Tea pelangsing sirsak mustika ratu,5,1,tea langsing sirsak mustika ratu,1,1
294,mantap diskonanya...,5,1,mantap diskonanya,1,1
295,g sesuai gmbr,2,1,g sesuai gmbr,0,0
296,bintang berbicara,5,1,bintang bicara,1,1
297,sehari sampai mksi 👍,5,1,hari mksi,1,0
298,pokoknya udah berkali2 beli disiniiiii,5,1,pokok udah kali beli sini,1,1
299,Pengirimannya lama,2,1,kirim lama,0,0
300,bagus Kulit jadi glowing ✨.,5,1,bagus kulit jadi glowing,1,1
301,"Alhamdulillah paketnya sudah datang, packingnya rapih di kasi bable serta kardus jadi barangnya tidak rusak. Terimakasih.",5,1,alhamdulillah paket datang packingnya rapih kasi bable kardus jadi barang rusak terimakasih,1,1
302,"kemasan rapi, barang sampai cepat",5,1,kemas rapi barang cepat,1,1
303,"ini pembelian aq yg k2..
cocok buat yg lg diet, pas banget lg promo dpt free mangkok duralex (kecil sekali freegiftnya,kirain dpt 2mangkok juga ternyata cuma 1) hehehe..",5,1,beli aq k cocok buat lg diet pas banget lg promo dpt free mangkok duralex kecil sekali freegiftnyakirain dpt mangkok nyata cuma hehehe,1,1
304,"Puas belanja di Toko ini, pengiriman cepat dan produknya berkualitas. Saya sudah membuktikannya, selama 2 bulan saya pakai Shampo Bayam dari Mustika Ratu ini rambut saya... ",5,1,puas belanja toko kirim cepat produk kualitas sudah bukti lama bulan pakai shampo bayam mustika ratu rambut,1,1
305,"sesuai pesanan, kemasan aman bgt....kurir cepat dan aman.......",5,1,sesuai pesan kemas aman bgtkurir cepat aman,1,1
306,"mangkoknya buat sambel aja kekecilan, nga tahu pantesnya buat apa.. haha..",1,1,mangkok buat sambel aja kecil nga tahu pantesnya buat apa haha,0,0
307,"packing rapi, jadwal pengiriman tepat, harga lebih murah",5,1,packing rapi jadwal kirim tepat harga lebih murah,1,1
308,"barngnya bagus, kurng rapet packingnya, aga rembes",5,1,barngnya bagus kurng rapet packingnya aga rembes,1,1
309,pengirimannya cepet banget,5,1,kirim cepet banget,1,1
310,Sepertinya akan dihibah saja ke saudara karena wanginya kuat banget dan personally ga suka wanginya.,3,1,seperti hibah ke saudara wangi kuat banget personally ga suka wangi,0,0
311,Official Store yang katanya toped selalu ORI blablablabla ternyata menjual produk expired. Mau retur tapi birokrasinya ribet bukan main. Kecewa paraah,1,1,official store kata toped selalu ori blablablabla nyata jual produk expired mau retur birokrasi ribet bukan main kecewa paraah,0,0
312,pengiriman lama,4,1,kirim lama,1,0
313,wangi sabun mandi.,5,1,wangi sabun mandi,1,1
314,wangi dan merawat menutrisi kulit jadi lembab,5,1,wangi rawat nutrisi kulit jadi lembab,1,1
315,Alhamdulillah barang sampe packing annya rapi sangat bertanggungjawab.,5,1,alhamdulillah barang sampe packing annya rapi sangat bertanggungjawab,1,1
316,mungil sekali hadiahnya. trima kasih,5,1,mungil sekali hadiah trima kasih,1,1
317,proses kelamaan,3,1,proses lama,0,0
318,"barang sy belum terima gimana mau diulas,mohon dikembalikan uangnya",1,1,barang sy terima gimana mau diulasmohon kembali uang,0,0
319,Cocok buat kulit cerah. Gampang dipakai. Coverage-nya sheer. Cocok di kulit berminyak. Desainnya mewah. Cocok di kulit normal.,5,1,cocok buat kulit cerahgampang dipakaicoveragenya sheercocok kulit berminyakdesainnya mewahcocok kulit normal,1,1
320,Trims sdh sampai. Mantul pokoknya.,5,1,trims sdh mantul pokok,1,1
321,Packaging unik.,5,1,packaging unik,1,1
322,suka banget sama hasilnya tp sayang sekali di kasih saya yg expired 3 bulan lagi..,2,1,suka banget sama hasil tp sayang sekali kasih yg expired bulan,0,0
323,barang sesuai dn cpt datangnya,4,1,barang sesuai dn cpt datang,1,1
324,barang bagus.. pengiriman oke,5,1,barang bagus kirim oke,1,1
325,baru mau di lepas tutup ya copot sama kepala2 nya 😂 cape deh ya ada harga ada barang bossquee,2,1,baru mau lepas tutup copot sama kepala nya cape deh harga ada barang bossquee,0,0
326,smoga.sixpack minum.ini,5,1,smogasixpack minumini,1,1
327,"suka, karena kalo pakai ini, komedo ikut terangkat, kulit jadi bersih",5,1,suka kalo pakai komedo ikut angkat kulit jadi bersih,1,1
